id,label,dataset,token_len,ppl,AE,APE,APL,CUD,SIB,FL,generated_text,answer,REV,label_num
gsm8k_0,reasoning,gsm8k,78,1.1474609375,1.0380859375,0.2068908106483992,0.7916666666666666,0.75,0.9296287992598374,0.4523162841796875,"

**Step 1:**

**Step 2:**

**Step 3:**

**Step 4:**

**Step 5:**

**Step 6:**

**Step 7:**

**Step ...","There are 5*20 = <<5*20=100>>100 tanks in the yard.
Altogether, there are 100+20 = <<100+20=120>>120 trucks and tanks in the yard.
#### 140",0.7045734905126547,1
gsm8k_1,reasoning,gsm8k,109,1.1318359375,1.0537109375,0.20410933199385572,0.7916666666666666,0.625,0.9784289816599573,0.47430419921875,"

Elon has 10 more teslas than Sam who has half the number of teslas as Chris. Chris has 6 teslas. H...","Sam has half the number of Chris: 6/2=<<6/2=3>>3 teslas
Elon has 10 more than Sam: 10+3=<<10+3=13>>13 teslas
#### 13",0.5084997825648974,1
gsm8k_2,reasoning,gsm8k,141,1.181640625,1.033203125,0.24752779118752527,0.7916666666666666,0.7083333333333334,0.9790277990198968,0.4614410400390625,"

Step 1: Drink 3 gallons of milk daily.

Step 2: Drink 3 gallons of milk daily.

Step 3: Drink 3 ga...","3 weeks translate to 3 * 7 days = <<3*7=21>>21 days.
To meet Dr. Juan’s recommendation would mean drinking 105/21 = <<105/21=5>>5 gallons daily.
This means that Flora must drink 5 -3 = <<5-3=2>>2 more gallons daily.
#### 2",0.7968911397597722,1
gsm8k_3,reasoning,gsm8k,132,1.130859375,1.015625,0.22365957490248714,0.7916666666666666,0.5416666666666666,0.9650218484340513,0.464813232421875,"

1/3rd of the seeds land in water and die. 1/6 of the starting number are eaten by insects. Half th...","First find the number of seeds that land in water: 300 seeds * 1/3 = <<300*1/3=100>>100 seeds
Then find the number of seeds that are eaten: 300 seeds * 1/6 = <<300*1/6=50>>50 seeds
Subtract the number of seeds that are destroyed to find the number that sprout: 300 seeds - 100 seeds - 50 seeds = <<300-100-50=150>>150 seeds
Then divide that number by 2 to find the number of sprouts that survive: 150 seeds / 2 = <<150/2=75>>75 seeds
#### 75",0.527004576369031,1
gsm8k_4,reasoning,gsm8k,141,1.41015625,1.0341796875,0.23523318951386168,0.7916666666666666,0.7083333333333334,0.9805042905657064,0.47735595703125,"

The following is a list of the steps that Danielle takes to reach Salisbury.

Danielle drives at t...","If Danielle drives at three times the speed of Cameron, it will take Cameron 30*3=<<30*3=90>>90 minutes for Cameron to travel the same distance.
And since Cameron drives at twice the speed of his brother, Chase, it will take Chase 90*2=<<90*2=180>>180 minutes to travel from Granville to Salisbury.
#### 180",0.7006003616097426,1
gsm8k_5,reasoning,gsm8k,107,1.328125,1.0283203125,0.22630595501217302,0.7916666666666666,0.5,0.9326738709626307,0.4500732421875,"

The company has taken $12,000 in bookings.

The company has taken $16,000 in bookings.

The compan...","Cloud 9 earned $12,000 + $16,000 = $<<12000+16000=28000>>28,000 from bookings.
After returning money due to cancellations, they had a final total of $28,000 - $1600 = $<<28000-1600=26400>>26,400.
#### 26400",0.5287056879714785,1
gsm8k_6,reasoning,gsm8k,148,1.7939453125,1.033203125,0.2430467536271708,0.7916666666666666,0.7083333333333334,0.9801186961465684,0.4565277099609375,"

A:

The answer is:

6 cups of tea per day

This is the number of cups of tea she will be able to e...","She has 1 serving of honey per cup of tea and she has 2 teas at night so she needs a total of 1*2 = <<1*2=2>>2 servings per night
There are 6 servings in 1 ounce and she has a 16-ounce jar of honey so that's 6*16 = <<6*16=96>>96 servings of honey
Her jar has 96 servings and she has 2 servings a night so 1 jar will last her 96/2 = <<96/2=48>>48 nights
#### 48",0.7971819285348839,1
gsm8k_7,reasoning,gsm8k,154,1.646484375,1.0400390625,0.23297522139818658,0.7916666666666666,0.75,0.9695447964098644,0.4651947021484375,"

A:

The problem is that you are assuming that the dog is carrying the water.  If the dog is carryi...","First find the total amount of water Violet and her dog consume per hour: 800 ml + 400 ml = <<800+400=1200>>1200 ml
Then divide that amount by 1000 ml/L to convert it to liters: 1200 ml / 1000 ml/L = <<1200/1000=1.2>>1.2 L
Then divide Violet's carrying capacity by the amount of water they drink per hour to find how many hours she can hike: 4.8 L / 1.2 L/hour = 4 hours
#### 4",0.7701650229778121,1
gsm8k_8,reasoning,gsm8k,132,1.650390625,1.044921875,0.20600780416257994,0.7916666666666666,0.75,0.972296578591847,0.461212158203125,"

A:

You can use the following formula to calculate the number of yards of ribbon left:

If you hav...","The 6 gifts will use 6 x 2 = <<6*2=12>>12 yards of ribbon.
So, 18 - 12 = <<18-12=6>>6 yards of ribbon will be left.
#### 6",0.6858241289428011,1
gsm8k_9,reasoning,gsm8k,102,1.7333984375,1.033203125,0.22971156932845982,0.7916666666666666,0.5416666666666666,0.9548398748164236,0.46246337890625,"

A:

The answer is $5.00 per stocking.

A:

The answer is $5.00 per stocking.

A:

The answer is $5...","She has 5 grandchildren 4 children so she needs 5+4 = <<5+4=9>>9 stockings
The stockings are $20.00 each and currently 10% off so that's 20*.10 = $<<20*.10=2.00>>2.00 off
The stockings are $20.00 with a $2.00 discount so they are each 20-2 = $<<20-2=18.00>>18.00
The stockings are now $18.00 and she needs 9 so that's $<<18*9=162>>162.00
She also wants to monogram each stocking at $5.00 per stocking so that's 9*5 = $<<9*5=45.00>>45.00
The stockings are $162.00 and the monogramming will cost $45.00 so the stockings will cost 162+45 = $<<162+45=207.00>>207.00
#### 1035",0.54992532120276,1
