id,label,token_len,ppl,AE,APE,APL,CUD,SIB,FL,generated_text,REV,label_num
gsm8k_0,control,91,1.6743324995040894,0.7546079754829407,0.39871998095660294,0.16666666666666666,0.3333333333333333,0.9689706374019046,0.46932895481586456,"

The number of tanks is the number of trucks in the yard. If there are 20 trucks in the yard, calcu...",-0.003705923479367719,0
gsm8k_1,control,77,2.7069594860076904,0.7694058418273926,0.3655228997242737,0.0,0.2222222222222222,0.9827436619401378,0.47439709305763245,"

The first thing to do is to look at the number of teslas in the world. The number of teslas in the...",-0.28500909259432927,0
gsm8k_2,control,118,2.7131268978118896,0.7443663477897644,0.4367851196096596,0.16666666666666666,0.3333333333333333,0.9850507291659357,0.45893749594688416,"

The first step is to make sure that the water is not contaminated. Flora is not allowed to drink m...",0.1288790465398614,0
gsm8k_3,control,99,1.9436324834823608,0.7372463941574097,0.41895371014085026,0.0,0.3333333333333333,0.9701742575677343,0.45269592106342316,"

The first step is to make the seeds land in water. The second step is to make the seeds land in wa...",-0.2075511478058174,0
gsm8k_4,control,97,1.7032984495162964,0.7492470145225525,0.43653458789850186,0.16666666666666666,0.3333333333333333,0.9831858560682675,0.45889848470687866,  The car is not a car.  The car is not a car.  The car is not a car.  The car is not a car.  The ca...,0.11383421586529206,0
gsm8k_5,control,103,3.2045223712921143,0.7438539862632751,0.40849943020027535,0.0,0.2222222222222222,0.9772088394742244,0.4514487087726593,"

The company has been in the process of getting a new book, and it has been a long time since the c...",-0.433089768104948,0
gsm8k_6,control,104,3.113607883453369,0.7493455410003662,0.44444702783558626,0.16666666666666666,0.3333333333333333,0.9847958359525083,0.4619048833847046,"  She is also a good cook.  She is also a good cook.  She is also a good cook.

The following table ...",0.16976320525990238,0
gsm8k_7,control,107,1.6362924575805664,0.7524104118347168,0.41937600763644683,0.16666666666666666,0.2222222222222222,0.9715465250588542,0.46830257773399353,"

The next day, Violet is planning a hike to the desert with her dog. Violet needs 800 ml of water p...",-0.199090949781247,0
gsm8k_8,control,97,1.7624292373657227,0.758266806602478,0.38844880855545477,0.16666666666666666,0.3333333333333333,0.965336185155285,0.47214001417160034,"

The first gift will be a gift of the gift of the gift of the gift of the gift of the gift of the g...",-0.033136825050774456,0
gsm8k_9,control,79,1.4154828786849976,0.7513713836669922,0.41420509433618236,0.0,0.3333333333333333,0.9679807359262839,0.45947304368019104,"

The stockings are $20.00 each and currently 10% off.  The monogramming will cost $5.00 per stockin...",-0.1764069691551793,0
gsm8k_10,control,109,2.03267765045166,0.7528383731842041,0.4283814467001133,0.16666666666666666,0.3333333333333333,0.9725821524864058,0.4666296988725662,"

I have a lot of questions about the school building, and I have a lot of questions about the schoo...",0.07022329906629693,0
gsm8k_11,control,103,1.6149786710739136,0.7522090077400208,0.4083782180435011,0.0,0.2222222222222222,0.9617808114622731,0.4488542377948761,"

The company is a company that is a company that is a company that is a company that is a company t...",-0.5827464309731022,0
gsm8k_12,control,73,2.0345630645751953,0.763573408126831,0.33363521181945144,0.0,0.1111111111111111,0.9587813418427356,0.47446057200431824,"

The best way to get to the top of the list is to get the best stickers.

The best way to get to th...",-0.814900561306513,0
gsm8k_13,control,90,2.1524112224578857,0.7607996463775635,0.40818299012720155,0.0,0.3333333333333333,0.9812758968125537,0.45827192068099976,  He would have to pay $2 per pound to get the cattle to feed.  He would have to pay $2 per pound to...,-0.08354744248000932,0
gsm8k_14,control,118,1.8765718936920166,0.7406115531921387,0.4633844230694395,0.16666666666666666,0.3333333333333333,0.974151876377357,0.4650585949420929,"

The parsnips are grown in a variety of ways. They are grown in a variety of ways. They are grown i...",0.1443727691047862,0
gsm8k_15,control,86,1.9300719499588013,0.7567645311355591,0.36227629100344494,0.16666666666666666,0.2222222222222222,0.9916979114167219,0.4709460735321045,"

The first step is to make the necklace. The second step is to make the necklace. The third step is...",-0.131880415422092,0
gsm8k_16,control,113,2.041337728500366,0.7617678642272949,0.4433728365686932,0.16666666666666666,0.3333333333333333,0.9734912749257715,0.45981355011463165,"

Jess is a very active and active participant in the community. She is a very active participant in...",0.0585041788235939,0
gsm8k_17,control,84,2.0241780281066895,0.7678206562995911,0.4046287195290169,0.16666666666666666,0.3333333333333333,0.9643615504100472,0.4658420979976654,"

The butterfly is a butterfly. It is a butterfly. It is a butterfly. It is a butterfly.

The butter...",-0.0537475872626336,0
gsm8k_18,control,104,2.127490520477295,0.7387825846672058,0.43407541974529834,0.16666666666666666,0.3333333333333333,0.9763743293213852,0.4601757079362869,  I'm not sure if they're going to be able to afford to eat at the same time.  I'm not sure if they'...,0.05742519643415391,0
gsm8k_19,control,105,2.2367634773254395,0.7563072443008423,0.42384625774331475,0.16666666666666666,0.3333333333333333,0.9817423619284632,0.4566991925239563,"

The water was so thick that it was hard to see the frogs.  The water was so thick that it was hard...",0.05774819400171923,0
gsm8k_20,control,158,2.2470598220825195,0.7430117130279541,0.5122614057169134,0.16666666666666666,0.3333333333333333,0.9712752412801611,0.46404075622558594,"

The movie is a bit of a big deal, but it’s not a big deal. It’s a big deal. It’s a big deal. It’s ...",0.22115590031868862,0
gsm8k_21,control,77,1.534207820892334,0.7519655823707581,0.3963051598412351,0.16666666666666666,0.3333333333333333,0.9276416217226252,0.45311082899570465,  Kangaroos have two legs and two legs.  Kangaroos have two legs and two legs.  Kangaroos have two l...,-0.4937110524238502,0
gsm8k_22,control,77,1.8175095319747925,0.8860532972547743,0.33326301557184307,0.0,0.3333333333333333,0.9718318122530899,0.5092634856700897,"

The first step is to make the purchase. The second step is to make the purchase. The third step is...",0.1300200006943111,0
gsm8k_23,control,88,2.6558330059051514,0.7605787515640259,0.40621057090524587,0.16666666666666666,0.3333333333333333,0.9587814783349726,0.4801488369703293,"

The first step is to make a dye-making process. The process is repeated until the dye is completel...",0.017112628110536616,0
gsm8k_24,control,112,1.8899004459381104,0.7481777667999268,0.4445573232283272,0.16666666666666666,0.3333333333333333,0.9758852599582356,0.4548368901014328,"

The only thing that matters is that she has three times as many nickels as she has in her older br...",0.036063909865120945,0
gsm8k_25,control,72,2.1512396335601807,0.7517743706703186,0.388584659027011,0.16666666666666666,0.3333333333333333,0.9270493819992183,0.48084715008735657,"

The first step is to give to Carmela. Carmela has $7 and each of her four cousins has $2,000. Carm...",-0.28878827282928415,0
gsm8k_26,control,120,2.46573543548584,0.7511656284332275,0.48851770128833344,0.16666666666666666,0.3333333333333333,0.9804411305225283,0.4624897241592407,"

The Sandwich Shop is a small, well-known, and well-known restaurant in the United States.  The San...",0.23623570778238123,0
gsm8k_27,control,134,1.7290464639663696,0.7359755039215088,0.47341468325054414,0.16666666666666666,0.3333333333333333,0.9599206209156478,0.4570913016796112,"

The first trip to the well is to the well. The second trip to the well is to the well. The third t...",-0.02098264995281361,0
gsm8k_28,control,75,2.375696897506714,0.7433042526245117,0.3789223447318718,0.0,0.2222222222222222,0.9606513663833355,0.47332021594047546,"

The first thing to do is to make sure that the watermelons are not sold at all. The watermelons ar...",-0.4604940409240286,0
gsm8k_29,control,115,1.4990030527114868,0.7498594522476196,0.44137785015913333,0.16666666666666666,0.3333333333333333,0.9586139857586242,0.46078862249851227,  He is 2 m/s faster at the top speed and he can run the first 10 meters in 2 seconds.  He is 2 m/s ...,-0.0683191188828629,0
gsm8k_30,control,91,2.229710102081299,0.7846524715423584,0.3692364371208536,0.0,0.1111111111111111,0.9226417184239097,0.4781702011823654,"

The woman who ran the first time in her life was a woman who ran the first time in her life. She r...",-1.0049602754162537,0
gsm8k_31,control,88,1.8145390748977661,0.7522245645523071,0.4095506631564982,0.16666666666666666,0.3333333333333333,0.9866259560183709,0.45552822947502136,"  The cost of the apartment is $1,000 per month.  The cost of the apartment is $1,000 per month.  Th...",0.056426415021412955,0
